Name,Team,Position,Cost,Creativity,Influence,Threat,ICT,Goals_conceded,Goals_scored,Assists,Own_goals,Penalties_missed,Penalties_saved,Saves,Yellow_cards,Red_cards,TSB,Minutes,Bonus,Points
Adam Smith,BOU,DEF,45,345.5,455,144,94.5,38,1,3,0,0,0,0,6,0,0.3,2067,3,56
Adrian,WHU,GKP,45,0,470.4,0,47,29,0,0,0,0,0,69,2,0,0.6,1710,5,72
Aguero,MCI,FWD,110,570.8,966.4,1484,302.5,12,21,6,0,0,0,0,2,0,12.6,1960,22,169
Ake,BOU,DEF,50,115.1,932.4,287,133.5,59,2,3,0,0,0,0,5,0,5.7,3352,8,102
Albrighton,LEI,MID,55,718.3,580,300,160.2,42,2,8,0,0,0,0,5,1,1.1,2533,12,107
Alderweireld,TOT,DEF,60,67.8,249.2,50,36.8,13,0,0,0,0,0,0,3,0,3.6,1177,3,43
Alexander-Arnold,LIV,DEF,50,399.2,358.2,142,90.1,17,1,2,0,0,0,0,3,0,16.8,1573,10,83
Alisson,LIV,GKP,55,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0
Alli,TOT,MID,90,878.5,775.2,934,258.8,28,9,13,0,0,0,0,7,0,3.6,2957,12,175
Alonso,CHE,DEF,65,549.6,697.8,822,207.1,30,7,2,0,0,0,0,6,0,16.9,2855,15,165
Amartey,LEI,MID,45,10.3,81.2,0,9.2,7,0,0,0,0,0,0,0,1,0.2,486,0,13
Ampadu,CHE,MID,45,0,7.4,0,0.7,1,0,0,0,0,0,0,0,0,0,10,0,1
Andone,BHA,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Antonio,WHU,MID,70,256.3,296.6,393,94.6,23,3,2,0,0,0,0,1,0,4.1,1350,1,62
Armstrong,SOU,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Arnautovic,WHU,FWD,70,543,713.8,1155,241.1,50,11,7,0,0,0,0,5,1,24.4,2309,12,144
Arter,BOU,MID,50,76.1,146,69,29.2,13,1,0,0,0,0,0,4,0,0.5,959,0,27
Atsu,NEW,MID,55,340.6,308.8,480,112.9,22,2,4,0,0,0,0,1,0,0.1,1776,5,78
Aubameyang,ARS,FWD,110,207.1,484,580,127.1,15,10,4,0,1,0,0,0,0,25,1056,12,87
Aurier,TOT,DEF,60,236.5,367.2,209,81.4,13,2,2,0,0,0,0,1,1,1.8,1427,9,77
Austin,SOU,FWD,60,89.4,302.8,689,107.7,15,7,1,0,0,0,0,2,0,2.7,1024,9,72
Ayite,FUL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Azpilicueta,CHE,DEF,65,535.7,967.4,168,167.5,38,2,6,1,0,0,0,1,0,15.8,3330,25,175
Bacuna,HUD,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Bailly,MUN,DEF,55,28.4,222,79,33,6,1,0,1,0,0,0,2,0,5.3,1000,3,55
Baines,EVE,DEF,55,373.5,407.4,102,88.2,34,2,3,0,0,0,0,1,0,2.5,1909,10,82
Bakayoko,CHE,MID,50,279.5,415.4,434,113.2,24,2,2,0,0,0,0,3,1,0.3,2121,5,77
Balbuena,WHU,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Baldock,BHA,FWD,45,0.8,0.4,6,0.7,1,0,0,0,0,0,0,0,0,2,30,0,2
Balogun,BHA,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Bamba,CAR,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
Baningime,EVE,MID,45,3.8,9.4,0,1.3,2,0,0,0,0,0,0,1,0,0.1,192,0,7
Bardsley,BUR,DEF,45,117.5,229.4,35,38.3,13,0,0,0,0,0,0,5,0,0.2,1125,0,33
Barkley,CHE,MID,60,34.7,21,45,10.1,4,0,0,0,0,0,0,0,0,0.4,129,0,3
Barnes,BUR,FWD,60,274.8,407.2,797,145.8,23,9,0,0,0,0,0,10,0,1.3,2150,9,92
Batth,WOL,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
Bednarek,SOU,DEF,40,1.9,110,19,13.1,5,1,0,0,0,0,0,1,0,6.1,427,0,22
Begovic,BOU,GKP,45,20,790.8,0,80.8,61,0,0,0,0,1,111,2,0,4.7,3420,6,112
Bellerin,ARS,DEF,55,561,554,484,160.1,44,2,4,0,0,0,0,5,0,12.9,3050,11,132
Benalouane,LEI,DEF,40,1.3,24.8,18,4.4,2,0,0,0,0,0,0,0,0,0.7,90,0,1
Bennett,CAR,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Bennett,WOL,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0
Benteke,CRY,FWD,65,406.7,325.2,845,157.5,36,3,7,0,1,0,0,6,0,1.2,2234,5,84
Bernardo,BHA,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Bernardo Silva,MCI,MID,75,508.7,475.6,464,144.4,10,6,5,0,0,0,0,0,0,0.7,1514,8,112
Bertrand,SOU,DEF,50,589.1,515.2,286,139.3,49,0,5,0,0,0,0,2,0,4.9,3135,4,103
Bettinelli,FUL,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Billing,HUD,MID,45,58.6,111.4,26,19.3,11,0,0,0,0,0,0,3,0,0.1,755,0,22
Bissouma,BHA,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blind,MUN,DEF,50,93,65.8,15,17.3,0,0,0,0,0,0,0,0,0,0.1,360,1,28
Bogle,CAR,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
Bolasie,EVE,MID,60,109,98.6,204,40.8,14,1,1,0,0,0,0,0,0,0.5,848,0,35
Boly,WOL,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bonatini,WOL,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
Bong,BHA,DEF,45,154.6,346.2,18,52.1,36,0,0,1,0,0,0,2,0,0.2,2237,5,63
Boruc,BOU,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0
Boufal,SOU,MID,55,351.6,289.4,397,103.7,24,2,2,0,0,0,0,1,0,0.1,1206,2,55
Brady,BUR,MID,55,477.9,273.8,221,97.3,12,1,4,0,0,0,0,3,0,0.1,1277,7,56
Bravo,MCI,GKP,50,0,45.2,0,4.5,1,0,0,0,0,0,4,0,0,0.2,224,1,10
Britos,WAT,DEF,45,42.7,180.4,51,27.3,16,1,0,0,0,0,0,3,1,0.1,795,0,22
Brooks,BOU,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Bruno,BHA,DEF,45,174.1,360.4,35,57.2,23,0,0,0,0,0,0,3,0,0.3,2014,8,84
Button,BHA,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
Byram,WHU,DEF,45,37.6,71,36,14.5,7,0,0,0,0,0,0,1,0,0,246,0,5
Caballero,CHE,GKP,50,0,55.2,0,5.5,4,0,0,0,0,0,7,0,0,0.1,270,0,11
Cahill,CHE,DEF,55,55.6,496.6,99,65.4,27,0,0,0,0,0,0,1,1,1.1,2082,2,74
Cairney,FUL,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0
Calvert-Lewin,EVE,FWD,55,322.6,354,630,130.2,28,4,8,0,0,0,0,4,0,2.4,1871,3,88
Capoue,WAT,MID,50,165.9,280.2,150,59.7,29,1,1,0,0,0,0,3,0,0.3,1537,0,48
Carrillo,SOU,FWD,55,64.2,50.2,179,29.4,8,0,1,0,0,0,0,0,0,0,449,0,15
Carroll,WHU,FWD,55,110.2,145.4,344,58.8,13,3,1,0,0,0,0,5,1,0.1,742,6,36
Cathcart,WAT,DEF,45,2,120,23,14.6,6,0,0,0,0,0,0,1,0,0.1,495,0,14
Cavaleiro,WOL,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Cech,ARS,GKP,50,0,722.4,0,71.9,48,0,0,0,0,1,90,1,0,1.1,3039,7,124
Chalobah,WAT,MID,45,26.5,78.8,95,20,7,0,0,0,0,0,0,1,0,0.9,447,0,13
Chamberlain,LIV,MID,65,625.1,548,494,166.5,28,3,7,0,0,0,0,3,0,0.1,1718,5,94
Chambers,ARS,DEF,45,40,227.8,134,40.2,14,0,0,0,0,0,0,1,0,0.6,864,0,23
Chicharito,WHU,FWD,65,312.4,373.6,476,115,36,8,2,0,0,0,0,3,0,2.5,1537,14,93
Chilwell,LEI,DEF,50,332.1,382.8,63,78,30,0,2,0,0,0,0,1,1,0.1,1848,4,65
Choudhury,LEI,MID,45,20.2,68,16,10.4,9,0,1,0,0,0,0,1,0,0.1,375,0,13
Christensen,CHE,DEF,55,66.5,466.6,109,64.3,23,0,0,0,0,0,0,0,0,1.8,2067,4,79
Christie,FUL,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Clark,NEW,DEF,45,50.8,433.6,190,67.5,30,2,1,0,0,0,0,3,0,0,1745,6,64
Cleverley,WAT,MID,50,464.8,332.2,124,92.1,33,1,2,0,1,0,0,1,1,0,1900,3,58
Clyne,LIV,DEF,50,23.8,21.8,41,8.7,1,0,0,0,0,0,0,1,0,0.5,173,0,7
Coady,WOL,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
Coleman,EVE,DEF,55,113.7,227.6,69,41.2,12,0,1,0,0,0,0,0,0,4,1035,0,39
Connolly,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0
Cork,BUR,MID,50,332.8,589.6,265,119,39,2,1,0,0,0,0,7,0,1.1,3420,6,100
Costa,WOL,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
Courtois,CHE,GKP,55,0,549,0,55.2,34,0,0,0,0,0,77,2,0,7.2,3150,4,136
Cresswell,WHU,DEF,55,562.7,690.2,193,145,60,1,7,0,0,0,0,7,0,2.4,3069,10,118
Cunningham,CAR,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Cedric,SOU,DEF,45,455.6,507,159,112.3,44,0,3,0,0,0,0,3,0,15.7,2794,2,85
Dahlberg,WAT,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Dalot,MUN,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Damour,CAR,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Daniels,BOU,DEF,45,479.7,582.2,196,125.9,50,1,3,0,0,0,0,0,0,17.3,3001,4,94
Danilo,MCI,DEF,55,158.1,376,176,71.1,11,3,2,0,0,0,0,2,0,1.1,1340,8,100
Dann,CRY,DEF,45,62.3,342.2,268,67,26,1,0,0,0,0,0,4,0,0,1434,0,32
Darlow,NEW,GKP,45,0,258.8,0,25.9,15,0,0,1,0,0,35,0,0,0.1,900,2,33
Darmian,MUN,DEF,50,25.3,95,6,12.6,3,0,0,0,0,0,0,0,0,0.1,443,3,27
David Luiz,CHE,DEF,55,22.3,210.2,65,29.6,13,1,2,0,0,0,0,3,1,0.4,838,0,32
David Silva,MCI,MID,85,1118.5,875.8,867,286.5,18,9,11,0,0,0,0,5,0,6.6,2431,26,169
Davies,TOT,DEF,60,698.8,610,201,151,20,2,7,0,0,0,0,3,0,8.4,2323,14,143
Davies,EVE,MID,55,207.2,242.8,218,65.8,24,2,2,0,0,0,0,7,0,0.3,1892,3,66
Davis,SOU,MID,50,350.8,345.2,126,82.5,21,3,2,0,0,0,0,0,0,0.2,1515,6,71
De Bruyne,MCI,MID,100,1744.2,1146.6,797,368.9,22,8,18,0,0,0,0,2,0,27.6,3073,25,209
De Gea,MUN,GKP,60,10,821.2,0,83.4,28,0,0,0,0,0,115,0,0,30.2,3330,10,172
Deeney,WAT,FWD,60,349.4,343,566,125.3,30,5,2,0,2,0,0,1,1,0.9,1836,7,73
Defoe,BOU,FWD,60,144.9,209.4,539,88.9,21,4,2,0,0,0,0,1,0,0.7,1075,5,60
Defour,BUR,MID,55,310.8,353.8,117,78.4,17,1,1,0,0,0,0,6,0,0,1998,0,62
Delph,MCI,DEF,55,263.7,369.2,62,69.4,17,1,2,0,0,0,0,2,0,0.4,1740,0,55
Dembele,TOT,MID,50,303.1,309.2,73,68.5,22,0,0,0,0,0,0,6,0,1.1,1875,3,52
Depoitre,HUD,FWD,55,191.4,352,451,99.6,34,6,2,0,0,0,0,1,0,1.8,1807,14,94
Deulofeu,WAT,MID,55,141.3,92.4,124,35.8,3,1,1,0,0,0,0,0,0,3.7,433,3,25
Diabate,LEI,MID,50,130.8,98.6,67,29.7,12,0,1,0,0,0,0,1,0,0.1,579,0,21
Diakhaby,HUD,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diame,NEW,MID,50,214.2,431.8,203,85.3,27,2,0,0,0,0,0,3,0,0.1,2034,3,70
Diaz,MCI,MID,50,5.6,6.8,53,6.6,1,0,0,0,0,0,0,0,0,0.1,50,0,5
Dier,TOT,MID,50,293.4,604.2,289,118.6,30,0,2,0,0,0,0,4,0,1.8,2822,2,85
Diop,WHU,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0
Doherty,WOL,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Doucoure,WAT,MID,60,595.8,859,537,199.7,63,7,4,0,0,0,0,10,0,6.4,3324,16,136
Douglas,WOL,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0
Drinkwater,CHE,MID,50,88.1,116.4,54,25.7,7,1,0,0,0,0,0,0,0,0.2,520,1,24
Dubravka,NEW,GKP,50,0,234.6,0,23.3,11,0,0,0,0,1,26,0,0,0.8,1080,5,53
Duffy,BHA,DEF,45,98.9,1027.6,361,148.9,52,0,2,0,0,0,0,8,0,0.7,3292,7,100
Dummett,NEW,DEF,45,97.8,333.6,58,49,18,0,0,0,0,0,0,1,0,0.2,1602,0,52
Dunk,BHA,DEF,45,147.8,1002.8,425,157.9,54,1,1,4,0,0,0,7,0,3.8,3420,7,97
Durm,HUD,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Ecuele Manga,CAR,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Ederson,MCI,GKP,55,10,546.2,0,55.6,26,0,0,0,0,2,58,1,0,16.6,3195,10,158
Elliot,NEW,GKP,45,0,364.2,0,36.5,21,0,0,0,0,1,44,0,0,0.5,1440,4,57
Elneny,ARS,MID,45,194.4,138.2,92,42.5,12,0,1,0,0,0,0,3,1,3.4,865,0,22
Elyounoussi,SOU,MID,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Emerson,CHE,DEF,55,28.7,61.8,48,13.8,4,0,1,0,0,0,0,0,0,0.3,278,0,14
Enobakhare,WOL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Eriksen,TOT,MID,95,1487,1072.6,1021,358.2,33,11,10,0,0,0,0,0,0,16.9,3218,23,199
Etheridge,CAR,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Evans,LEI,DEF,50,104.2,536.2,211,85.1,38,2,2,1,0,0,0,7,0,1.4,2269,5,78
Fabianski,WHU,GKP,45,10,1087.8,0,109.9,56,0,0,0,0,3,137,0,0,23.3,3420,14,157
Fabinho,LIV,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0
Felipe Anderson,WHU,MID,70,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0
Fellaini,MUN,MID,50,88.2,246,264,59.8,1,4,0,0,0,0,0,1,0,0.9,611,3,47
Fernandes,WHU,MID,45,97.3,110.8,77,28.6,20,0,2,0,0,0,0,1,0,0.4,840,0,29
Fernandinho,MCI,MID,55,511.9,800.2,411,172.4,24,5,4,0,0,0,0,7,0,5.8,2880,9,120
Firmino,LIV,FWD,95,834.5,951,1341,312.7,32,15,8,0,0,0,0,1,0,37.7,2760,29,181
Foden,MCI,MID,50,32.1,29.2,10,7.1,1,0,1,0,0,0,0,0,0,0.1,45,0,8
Fonte,FUL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Forster,SOU,GKP,45,0,488.2,0,48.9,30,0,0,0,0,1,69,0,0,1.5,1800,6,73
Foster,WAT,GKP,45,20,716.8,0,73.8,55,0,0,0,0,0,99,2,0,3.9,3330,11,123
Francis,BOU,DEF,45,418.4,726.8,163,131,47,0,1,0,0,0,0,8,1,0.5,2708,3,56
Fraser,BOU,MID,55,646.6,492.8,413,155,38,5,3,0,0,0,0,0,0,0.8,2003,13,97
Fred,MUN,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0
Fredericks,WHU,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Fuchs,LEI,DEF,45,282.2,396.6,55,73.5,35,0,1,1,0,0,0,1,0,0.7,1917,8,57
Fabregas,CHE,MID,65,1349.3,713.8,485,254.9,26,2,4,0,0,0,0,4,1,1.6,2300,7,89
Gabbiadini,SOU,FWD,60,133.9,203,269,58.6,17,5,0,0,0,0,0,2,0,0.4,1067,10,66
Gayle,NEW,FWD,60,333.6,352,808,148.7,31,6,3,0,0,0,0,3,0,0.8,1946,8,94
Gibbs-White,WOL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Giroud,CHE,FWD,80,311.1,307,673,129,11,7,1,0,0,0,0,0,0,7.7,981,10,77
Gomes,WAT,GKP,45,0.2,457,0,45.6,40,0,0,0,0,0,61,0,0,0.5,2128,4,64
Gomez,LIV,DEF,50,285.6,437.4,46,76.9,22,0,2,0,0,0,0,3,0,0.2,1901,9,86
Gosling,BOU,MID,50,262.2,396.4,274,93.3,41,2,1,0,0,0,0,8,0,0.1,1941,4,59
Gray,LEI,MID,55,412.8,290.6,461,116.7,35,3,3,0,0,0,0,2,0,1,1683,2,80
Gray,WAT,FWD,60,254,251.2,594,108.2,30,5,3,0,0,0,0,1,0,0.5,1486,4,79
Gross,BHA,MID,70,1311,735.4,527,257.6,46,7,8,0,0,0,0,2,0,12.1,2928,24,164
Guaita,CRY,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gudmundsson,BUR,MID,60,1052,599,539,219.2,33,2,9,0,0,0,0,2,0,2.3,2831,7,117
Guendouzi,ARS,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gueye,EVE,MID,50,303.6,577,166,104.6,45,2,2,0,0,0,0,6,1,0.6,2749,7,87
Gunn,SOU,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Gunnarsson,CAR,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0
Gundogan,MCI,MID,55,406.4,381.4,408,119.3,15,4,2,0,0,0,0,3,0,1.5,1504,9,82
Hadergjonaj,HUD,DEF,45,381.8,310,95,78.8,28,0,1,0,0,0,0,3,0,0.1,1670,5,51
Halford,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Hamer,HUD,GKP,40,0,51.8,0,5.1,7,0,0,0,0,0,6,0,0,2,274,0,9
Hayden,NEW,MID,45,164.7,273.6,144,58.2,25,1,0,0,0,0,0,7,0,0.2,1365,0,41
Hazard,CHE,MID,105,1127.3,928,1115,317.3,27,12,6,0,0,0,0,2,0,9.3,2417,24,173
Heaton,BUR,GKP,50,0,53.4,0,5.3,4,0,0,0,0,0,8,0,0,0.5,305,0,8
Hemed,BHA,FWD,50,66.1,152,227,44.2,8,2,2,0,0,0,0,0,0,0.3,842,5,43
Henderson,LIV,MID,55,448.8,417,110,97.8,21,1,1,0,0,0,0,1,0,1.2,2169,3,75
Hendrick,BUR,MID,55,408.2,265.6,335,100.9,28,2,2,0,0,0,0,1,0,0.2,2326,1,85
Hennessey,CRY,GKP,45,10,603.8,0,61.4,41,0,0,0,0,0,91,1,0,1.4,2430,11,99
Herrera,MUN,MID,50,229.4,294.4,101,62.7,14,0,2,0,0,0,0,5,0,0.3,1257,0,44
Hoedt,SOU,DEF,45,130.9,661.6,146,93.8,42,0,2,0,0,0,0,7,0,0.3,2520,11,74
Hogg,HUD,MID,45,172.8,475,61,71.2,40,0,0,0,0,0,0,8,1,0.3,2396,0,53
Hoilett,CAR,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Holding,ARS,DEF,45,39.3,212.2,24,27.5,17,0,1,0,0,0,0,3,0,0.7,819,1,27
Holebas,WAT,DEF,45,632.8,510,125,127,47,0,4,0,0,0,0,7,0,1.8,2381,6,72
Holgate,EVE,DEF,45,93.9,285.8,105,48.5,14,0,0,0,0,0,0,3,0,0.4,1183,0,37
Hudson-Odoi,CHE,MID,45,1.7,8.8,27,3.8,1,0,0,0,0,0,0,0,0,0.2,27,0,2
Hughes,WAT,MID,50,267,238.6,136,64.3,16,2,3,0,0,0,0,0,0,0.4,987,5,53
Hugill,WHU,FWD,50,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22,0,3
Hyndman,BOU,MID,45,12.5,5,0,1.8,1,0,0,0,0,0,0,0,0,0.2,58,0,1
Hojbjerg,SOU,MID,45,258.4,266.6,148,67.6,30,0,0,0,0,0,0,6,0,0.5,1666,0,39
Ibe,BOU,MID,55,602.7,362,610,157.3,33,2,6,0,0,0,0,1,0,0.7,1988,5,85
Iborra,LEI,MID,50,131.6,341.6,150,62.3,23,3,0,0,0,0,0,0,0,0.1,1411,6,58
Iheanacho,LEI,FWD,60,185.6,214.2,350,74.5,17,3,4,0,0,0,0,2,0,0.7,818,5,54
Ince,HUD,MID,50,331.3,253,794,138,39,2,1,0,0,0,0,0,0,0.3,2450,3,82
Ings,LIV,FWD,55,42,57.8,143,24,0,1,1,0,0,0,0,0,0,0.2,262,0,18
Iwobi,ARS,MID,55,592.9,430,635,165.6,26,3,5,0,0,0,0,1,0,0.8,1827,2,89
Izquierdo,BHA,MID,60,311.3,385.4,618,131.3,32,5,5,0,0,0,0,2,0,0.7,1976,4,101
Jach,CRY,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Jagielka,EVE,DEF,45,24.1,529.2,108,66.2,39,0,0,0,0,0,0,2,0,1.9,2063,5,60
Jakupovic,LEI,GKP,45,0,67.8,0,6.8,6,0,0,0,0,0,8,0,0,0.2,180,0,4
James,LEI,MID,45,52.7,114.6,145,31.4,15,0,0,0,0,0,0,2,0,0,991,0,26
Janmaat,WAT,DEF,50,230.6,445,253,92.9,37,3,1,0,0,0,0,3,0,0.4,1818,3,59
Jazz Richards,CAR,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
Jesus,MCI,FWD,105,360.3,603.6,1089,204.9,12,13,7,0,2,0,0,6,0,3.1,1660,18,126
Jimenez,WOL,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0
Johansen,FUL,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Jones,MUN,DEF,55,36.6,486.4,12,53.6,11,0,0,1,0,0,0,2,0,3.5,1973,19,116
Jorginho,CHE,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0
Joselu,NEW,FWD,50,254.8,291.2,526,106.5,25,4,1,0,1,0,0,2,0,2.1,1703,5,69
Jota,WOL,MID,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0
Kabasele,WAT,DEF,45,52,645,137,83.7,43,2,0,1,0,0,0,5,0,0.4,2329,2,68
Kaboul,WAT,DEF,45,0.9,47.4,2,5,3,0,0,0,0,0,0,0,0,0.2,151,0,7
Kachunga,HUD,FWD,50,152.1,151,246,54.5,23,1,1,0,0,0,0,1,0,0,1327,0,46
Kamara,FUL,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0
Kane,TOT,FWD,125,502.1,1214.4,2355,407.4,34,29,2,0,1,0,0,5,0,33.4,3074,31,217
Kante,CHE,MID,50,638.2,676,199,151.7,32,1,2,0,0,0,0,3,0,14.4,2994,9,101
Karius,LIV,GKP,50,0,280.6,0,27.9,14,0,0,0,0,1,31,1,0,0.5,1710,5,88
Kayal,BHA,MID,45,137,111.2,48,29.6,14,0,0,0,0,0,0,2,0,0.1,735,0,25
Keane,EVE,DEF,50,58.4,703.4,124,88.7,46,0,1,0,0,0,0,3,0,2.1,2559,11,81
Kebano,FUL,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Keita,LIV,MID,75,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0
Kelly,CRY,DEF,40,25.7,222.6,84,33.3,21,0,0,1,0,0,0,1,0,5.4,1193,1,34
Kenedy,NEW,MID,50,224.1,236.4,253,71.4,9,2,2,0,0,0,0,1,0,3.5,1023,5,51
Kenny,EVE,DEF,45,184.5,362.4,47,59.5,31,0,2,0,0,0,0,2,0,0.3,1589,2,50
Ki Sung-yueng,NEW,MID,50,338.1,307.2,152,79.7,29,2,2,0,0,0,0,2,0,0.4,1865,9,73
Kiko Femenia,WAT,DEF,45,302.8,327.2,113,74.5,34,1,1,0,0,0,0,2,0,0.9,1709,9,65
King,BOU,FWD,65,556.7,577,902,203.7,38,8,4,0,0,0,0,3,0,4.4,2450,10,110
Klaassen,EVE,MID,60,33.7,23,28,8.3,6,0,0,0,0,0,0,0,0,0.2,248,0,7
Klavan,LIV,DEF,45,65,357.2,43,46.6,15,1,0,0,0,0,0,0,0,0.4,1449,9,78
Knockaert,BHA,MID,55,557.2,404,530,149.1,29,3,1,0,0,0,0,4,1,0.6,2415,6,88
Kolasinac,ARS,DEF,50,334.9,443.2,404,118.3,30,2,4,0,0,0,0,3,0,4.6,2146,6,108
Kompany,MCI,DEF,55,76.5,399.6,116,59.2,11,1,1,0,0,0,0,6,0,1.9,1394,2,60
Kongolo,HUD,DEF,45,52.2,268,47,36.7,14,0,0,0,0,0,0,0,0,0.3,1047,2,30
Koscielny,ARS,DEF,55,123.8,692,137,95.5,32,2,0,0,0,0,0,4,0,0.2,2225,16,100
Kouyate,WHU,MID,50,262.4,480,320,106.1,56,2,3,0,0,0,0,5,0,0.4,2798,2,86
Lacazette,ARS,FWD,95,566,725.6,1291,258,28,14,5,0,0,0,0,1,0,2.8,2197,11,138
Lallana,LIV,MID,70,113.4,32.6,128,27.3,1,0,0,0,0,0,0,1,0,4,234,0,13
Lamela,TOT,MID,65,283.1,204.8,364,84.7,12,2,4,0,0,0,0,4,0,0.9,826,1,55
Lanzini,WHU,MID,65,624.9,559.4,502,168.8,44,5,7,0,1,0,0,4,0,0.1,2039,11,106
Laporte,MCI,DEF,55,52.8,165.8,34,25.4,5,0,0,0,0,0,0,1,0,1.5,806,2,35
Lascelles,NEW,DEF,50,77.2,800,234,111.5,31,3,0,0,0,0,0,5,0,8.8,2927,9,116
Le Marchand,FUL,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
Lejeune,NEW,DEF,45,92.3,557,139,78.9,32,0,2,0,0,0,0,3,0,0.4,2103,6,66
Lemina,SOU,MID,50,170.6,363.6,145,67.8,31,1,1,0,0,0,0,2,0,0.2,1715,5,58
